age,homeownership,base_prob,treat_prob,propensity_score,treatment,conversion_prob,outcome,y0,y1
62,1,0.401312339887548,0.6456563062257954,0.31002551887238755,0,0.401312339887548,0,0,1
40,1,0.18242552380635635,0.3775406687981454,0.04742587317756678,1,0.3775406687981454,0,0,0
31,0,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
24,1,0.09112296101485616,0.21416501695744142,0.009951801866904324,0,0.09112296101485616,0,0,0
26,0,0.06297335605699649,0.15446526508353467,0.004496273160941178,0,0.06297335605699649,0,0,0
24,1,0.09112296101485616,0.21416501695744142,0.009951801866904324,0,0.09112296101485616,0,0,0
67,1,0.46257015465625045,0.700567142473973,0.4255574831883411,1,0.700567142473973,1,0,1
72,0,0.401312339887548,0.6456563062257954,0.31002551887238755,1,0.6456563062257954,1,0,1
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
32,1,0.13010847436299786,0.28905049737499605,0.021881270936130476,0,0.13010847436299786,0,0,0
56,0,0.23147521650098238,0.45016600268752216,0.08317269649392241,0,0.23147521650098238,0,0,0
72,1,0.52497918747894,0.7502601055951177,0.549833997312478,1,0.7502601055951177,1,1,1
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,0,0.3775406687981454,0,0,1
34,1,0.14185106490048782,0.31002551887238755,0.026596993576865863,0,0.14185106490048782,0,0,0
35,0,0.09534946489910949,0.22270013882530884,0.01098694263059318,0,0.09534946489910949,0,0,0
40,0,0.11920292202211755,0.2689414213699951,0.01798620996209156,0,0.11920292202211755,0,0,0
55,0,0.22270013882530884,0.43782349911420193,0.07585818002124355,0,0.22270013882530884,0,0,0
78,1,0.5986876601124521,0.8021838885585818,0.6899744811276126,1,0.8021838885585818,1,1,1
43,1,0.20587037180094733,0.41338242108267,0.06297335605699649,0,0.20587037180094733,0,0,0
35,1,0.14804719803168948,0.320821300824607,0.02931223075135632,0,0.14804719803168948,0,0,0
33,1,0.1358728970090943,0.2994328575260271,0.024127021417669217,0,0.1358728970090943,0,0,0
73,1,0.5374298453437497,0.7595109169491112,0.5744425168116591,1,0.7595109169491112,1,1,1
41,0,0.12455335818741645,0.278884821977137,0.019840305734077517,0,0.12455335818741645,0,0,0
68,1,0.4750208125210601,0.710949502625004,0.4501660026875223,1,0.710949502625004,1,0,1
69,1,0.48750260351578967,0.7211151780228631,0.4750208125210601,1,0.7211151780228631,1,0,1
25,1,0.09534946489910949,0.22270013882530884,0.01098694263059318,0,0.09534946489910949,0,0,0
61,1,0.389360766050778,0.6341355910108007,0.2890504973749961,0,0.389360766050778,0,0,1
55,0,0.22270013882530884,0.43782349911420193,0.07585818002124355,1,0.43782349911420193,0,0,0
20,0,0.04742587317756678,0.11920292202211755,0.0024726231566347743,0,0.04742587317756678,0,0,0
51,0,0.19000156601531304,0.389360766050778,0.052153563078417765,0,0.19000156601531304,0,0,0
25,0,0.060086650174007626,0.14804719803168948,0.004070137715896128,0,0.060086650174007626,0,0,0
50,0,0.18242552380635635,0.3775406687981454,0.04742587317756678,0,0.18242552380635635,0,0,0
20,1,0.07585818002124355,0.18242552380635635,0.0066928509242848554,0,0.07585818002124355,0,0,0
69,0,0.36586440898919936,0.610639233949222,0.24973989440488245,1,0.610639233949222,1,0,1
70,0,0.3775406687981454,0.6224593312018546,0.2689414213699951,0,0.3775406687981454,0,0,1
56,1,0.33181222783183395,0.574442516811659,0.19781611144141834,0,0.33181222783183395,0,0,1
54,1,0.31002551887238755,0.549833997312478,0.16798161486607557,0,0.31002551887238755,0,0,1
68,1,0.4750208125210601,0.710949502625004,0.4501660026875223,0,0.4750208125210601,0,0,1
49,1,0.25922510081784605,0.48750260351578967,0.10909682119561298,0,0.25922510081784605,0,0,0
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
54,1,0.31002551887238755,0.549833997312478,0.16798161486607557,1,0.549833997312478,1,0,1
62,0,0.28905049737499605,0.52497918747894,0.14185106490048782,0,0.28905049737499605,0,0,1
33,1,0.1358728970090943,0.2994328575260271,0.024127021417669217,0,0.1358728970090943,0,0,0
68,0,0.35434369377420466,0.5986876601124521,0.23147521650098246,0,0.35434369377420466,0,0,1
59,1,0.36586440898919936,0.610639233949222,0.24973989440488245,0,0.36586440898919936,0,0,1
41,1,0.19000156601531304,0.389360766050778,0.052153563078417765,1,0.389360766050778,0,0,0
29,0,0.07242648536151773,0.17508626816403985,0.0060598014915841155,0,0.07242648536151773,0,0,0
20,0,0.04742587317756678,0.11920292202211755,0.0024726231566347743,0,0.04742587317756678,0,0,0
30,1,0.11920292202211755,0.2689414213699951,0.01798620996209156,0,0.11920292202211755,0,0,0
70,0,0.3775406687981454,0.6224593312018546,0.2689414213699951,1,0.6224593312018546,1,0,1
63,1,0.41338242108267004,0.6570104626734988,0.331812227831834,0,0.41338242108267004,0,0,1
78,1,0.5986876601124521,0.8021838885585818,0.6899744811276126,1,0.8021838885585818,1,1,1
43,0,0.13587289700909427,0.29943285752602705,0.024127021417669196,0,0.13587289700909427,0,0,0
79,1,0.610639233949222,0.8099984339846871,0.710949502625004,1,0.8099984339846871,1,1,1
22,1,0.08317269649392238,0.19781611144141825,0.008162571153159897,0,0.08317269649392238,0,0,0
77,1,0.5866175789173301,0.7941296281990528,0.6681877721681662,1,0.7941296281990528,1,1,1
54,1,0.31002551887238755,0.549833997312478,0.16798161486607557,1,0.549833997312478,1,0,1
55,0,0.22270013882530884,0.43782349911420193,0.07585818002124355,0,0.22270013882530884,0,0,0
50,0,0.18242552380635635,0.3775406687981454,0.04742587317756678,0,0.18242552380635635,0,0,0
79,1,0.610639233949222,0.8099984339846871,0.710949502625004,1,0.8099984339846871,1,1,1
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
38,1,0.16798161486607557,0.35434369377420466,0.039165722796764384,0,0.16798161486607557,0,0,0
66,1,0.45016600268752216,0.6899744811276125,0.40131233988754816,0,0.45016600268752216,0,0,1
55,1,0.320821300824607,0.5621765008857981,0.18242552380635635,0,0.320821300824607,0,0,1
40,0,0.11920292202211755,0.2689414213699951,0.01798620996209156,0,0.11920292202211755,0,0,0
37,0,0.10433122311900131,0.24048908305088898,0.013386917827664779,0,0.10433122311900131,0,0,0
70,1,0.5,0.7310585786300049,0.5,0,0.5,0,0,1
47,0,0.16110894957658525,0.3429895373265012,0.03557118927263618,0,0.16110894957658525,0,0,0
34,0,0.09112296101485616,0.21416501695744142,0.009951801866904324,0,0.09112296101485616,0,0,0
61,1,0.389360766050778,0.6341355910108007,0.2890504973749961,0,0.389360766050778,0,0,1
78,0,0.4750208125210601,0.710949502625004,0.4501660026875223,1,0.710949502625004,1,0,1
21,1,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
56,0,0.23147521650098238,0.45016600268752216,0.08317269649392241,0,0.23147521650098238,0,0,0
30,1,0.11920292202211755,0.2689414213699951,0.01798620996209156,1,0.2689414213699951,0,0,0
42,1,0.19781611144141825,0.401312339887548,0.057324175898868755,0,0.19781611144141825,0,0,0
63,1,0.41338242108267004,0.6570104626734988,0.331812227831834,0,0.41338242108267004,0,0,1
60,0,0.2689414213699951,0.5,0.11920292202211755,0,0.2689414213699951,0,0,0
31,0,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
22,1,0.08317269649392238,0.19781611144141825,0.008162571153159897,0,0.08317269649392238,0,0,0
71,1,0.5124973964842104,0.740774899182154,0.5249791874789401,0,0.5124973964842104,1,1,1
36,1,0.15446526508353467,0.33181222783183384,0.032295464698450495,0,0.15446526508353467,0,0,0
52,0,0.19781611144141825,0.401312339887548,0.057324175898868755,0,0.19781611144141825,0,0,0
74,0,0.4255574831883411,0.6681877721681662,0.35434369377420466,0,0.4255574831883411,0,0,1
20,0,0.04742587317756678,0.11920292202211755,0.0024726231566347743,0,0.04742587317756678,0,0,0
58,1,0.35434369377420466,0.5986876601124521,0.23147521650098246,0,0.35434369377420466,0,0,1
39,1,0.17508626816403985,0.36586440898919936,0.04310725494108614,0,0.17508626816403985,0,0,0
66,1,0.45016600268752216,0.6899744811276125,0.40131233988754816,0,0.45016600268752216,0,0,1
62,1,0.401312339887548,0.6456563062257954,0.31002551887238755,0,0.401312339887548,0,0,1
71,1,0.5124973964842104,0.740774899182154,0.5249791874789401,1,0.740774899182154,1,1,1
76,0,0.45016600268752216,0.6899744811276125,0.40131233988754816,0,0.45016600268752216,0,0,1
80,0,0.5,0.7310585786300049,0.5,0,0.5,0,0,1
60,0,0.2689414213699951,0.5,0.11920292202211755,1,0.5,0,0,0
33,1,0.1358728970090943,0.2994328575260271,0.024127021417669217,0,0.1358728970090943,0,0,0
50,0,0.18242552380635635,0.3775406687981454,0.04742587317756678,0,0.18242552380635635,0,0,0
44,1,0.21416501695744142,0.4255574831883411,0.06913842034334684,0,0.21416501695744142,0,0,0
22,1,0.08317269649392238,0.19781611144141825,0.008162571153159897,0,0.08317269649392238,0,0,0
23,0,0.05468131721594078,0.1358728970090943,0.0033348073074133473,0,0.05468131721594078,0,0,0
50,0,0.18242552380635635,0.3775406687981454,0.04742587317756678,0,0.18242552380635635,0,0,0
54,0,0.21416501695744142,0.4255574831883411,0.06913842034334684,0,0.21416501695744142,0,0,0
63,1,0.41338242108267004,0.6570104626734988,0.331812227831834,0,0.41338242108267004,0,0,1
33,0,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
68,1,0.4750208125210601,0.710949502625004,0.4501660026875223,1,0.710949502625004,1,0,1
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,0,0.3775406687981454,0,0,1
28,0,0.06913842034334684,0.16798161486607557,0.005486298899450409,0,0.06913842034334684,0,0,0
39,0,0.11405238127979088,0.25922510081784605,0.016302499371440946,0,0.11405238127979088,0,0,0
51,1,0.278884821977137,0.5124973964842104,0.1301084743629979,1,0.5124973964842104,1,0,1
28,0,0.06913842034334684,0.16798161486607557,0.005486298899450409,0,0.06913842034334684,0,0,0
46,0,0.15446526508353475,0.33181222783183395,0.03229546469845053,0,0.15446526508353475,0,0,0
22,0,0.05215356307841774,0.13010847436299786,0.003018416324708424,0,0.05215356307841774,0,0,0
76,1,0.574442516811659,0.7858349830425586,0.6456563062257956,0,0.574442516811659,1,1,1
72,0,0.401312339887548,0.6456563062257954,0.31002551887238755,0,0.401312339887548,0,0,1
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
64,1,0.4255574831883411,0.6681877721681662,0.35434369377420466,0,0.4255574831883411,0,0,1
34,0,0.09112296101485616,0.21416501695744142,0.009951801866904324,0,0.09112296101485616,0,0,0
52,1,0.28905049737499605,0.52497918747894,0.14185106490048782,0,0.28905049737499605,0,0,1
24,1,0.09112296101485616,0.21416501695744142,0.009951801866904324,0,0.09112296101485616,0,0,0
23,0,0.05468131721594078,0.1358728970090943,0.0033348073074133473,0,0.05468131721594078,0,0,0
65,1,0.43782349911420193,0.679178699175393,0.3775406687981454,0,0.43782349911420193,0,0,1
31,1,0.12455335818741639,0.2788848219771369,0.019840305734077503,0,0.12455335818741639,0,0,0
80,1,0.6224593312018546,0.8175744761936437,0.7310585786300049,1,0.8175744761936437,1,1,1
42,0,0.13010847436299786,0.28905049737499605,0.021881270936130476,0,0.13010847436299786,0,0,0
33,1,0.1358728970090943,0.2994328575260271,0.024127021417669217,0,0.1358728970090943,0,0,0
77,0,0.46257015465625045,0.700567142473973,0.4255574831883411,1,0.700567142473973,1,0,1
65,0,0.320821300824607,0.5621765008857981,0.18242552380635635,0,0.320821300824607,0,0,1
31,1,0.12455335818741639,0.2788848219771369,0.019840305734077503,0,0.12455335818741639,0,0,0
76,1,0.574442516811659,0.7858349830425586,0.6456563062257956,1,0.7858349830425586,1,1,1
36,1,0.15446526508353467,0.33181222783183384,0.032295464698450495,0,0.15446526508353467,0,0,0
44,1,0.21416501695744142,0.4255574831883411,0.06913842034334684,0,0.21416501695744142,0,0,0
49,1,0.25922510081784605,0.48750260351578967,0.10909682119561298,0,0.25922510081784605,0,0,0
41,1,0.19000156601531304,0.389360766050778,0.052153563078417765,0,0.19000156601531304,0,0,0
66,0,0.33181222783183395,0.574442516811659,0.19781611144141834,0,0.33181222783183395,0,0,1
45,0,0.14804719803168948,0.320821300824607,0.02931223075135632,0,0.14804719803168948,0,0,0
36,1,0.15446526508353467,0.33181222783183384,0.032295464698450495,0,0.15446526508353467,0,0,0
80,0,0.5,0.7310585786300049,0.5,0,0.5,0,0,1
77,1,0.5866175789173301,0.7941296281990528,0.6681877721681662,1,0.7941296281990528,1,1,1
74,1,0.549833997312478,0.7685247834990178,0.5986876601124521,1,0.7685247834990178,1,1,1
73,0,0.41338242108267004,0.6570104626734988,0.331812227831834,0,0.41338242108267004,0,0,1
39,0,0.11405238127979088,0.25922510081784605,0.016302499371440946,0,0.11405238127979088,0,0,0
53,0,0.20587037180094736,0.41338242108267004,0.06297335605699654,0,0.20587037180094736,0,0,0
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,0,0.3775406687981454,0,0,1
52,1,0.28905049737499605,0.52497918747894,0.14185106490048782,1,0.52497918747894,1,0,1
56,1,0.33181222783183395,0.574442516811659,0.19781611144141834,0,0.33181222783183395,0,0,1
79,0,0.48750260351578967,0.7211151780228631,0.4750208125210601,1,0.7211151780228631,1,0,1
79,0,0.48750260351578967,0.7211151780228631,0.4750208125210601,0,0.48750260351578967,0,0,1
77,1,0.5866175789173301,0.7941296281990528,0.6681877721681662,0,0.5866175789173301,1,1,1
26,1,0.09975048911968513,0.23147521650098232,0.012128434984274237,0,0.09975048911968513,0,0,0
41,1,0.19000156601531304,0.389360766050778,0.052153563078417765,0,0.19000156601531304,0,0,0
51,0,0.19000156601531304,0.389360766050778,0.052153563078417765,0,0.19000156601531304,0,0,0
33,0,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
27,1,0.10433122311900131,0.24048908305088898,0.013386917827664779,0,0.10433122311900131,0,0,0
76,1,0.574442516811659,0.7858349830425586,0.6456563062257956,0,0.574442516811659,1,1,1
44,0,0.14185106490048782,0.31002551887238755,0.026596993576865863,0,0.14185106490048782,0,0,0
35,0,0.09534946489910949,0.22270013882530884,0.01098694263059318,0,0.09534946489910949,0,0,0
61,1,0.389360766050778,0.6341355910108007,0.2890504973749961,1,0.6341355910108007,1,0,1
38,0,0.10909682119561298,0.24973989440488245,0.014774031693273067,0,0.10909682119561298,0,0,0
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,1,0.6224593312018546,1,0,1
74,1,0.549833997312478,0.7685247834990178,0.5986876601124521,0,0.549833997312478,1,1,1
35,1,0.14804719803168948,0.320821300824607,0.02931223075135632,0,0.14804719803168948,0,0,0
31,0,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
58,0,0.24973989440488245,0.4750208125210601,0.0997504891196852,1,0.4750208125210601,0,0,0
67,1,0.46257015465625045,0.700567142473973,0.4255574831883411,0,0.46257015465625045,0,0,1
49,0,0.17508626816403985,0.36586440898919936,0.04310725494108614,0,0.17508626816403985,0,0,0
77,0,0.46257015465625045,0.700567142473973,0.4255574831883411,1,0.700567142473973,1,0,1
21,1,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
51,0,0.19000156601531304,0.389360766050778,0.052153563078417765,0,0.19000156601531304,0,0,0
74,1,0.549833997312478,0.7685247834990178,0.5986876601124521,1,0.7685247834990178,1,1,1
64,1,0.4255574831883411,0.6681877721681662,0.35434369377420466,0,0.4255574831883411,0,0,1
44,1,0.21416501695744142,0.4255574831883411,0.06913842034334684,0,0.21416501695744142,0,0,0
44,1,0.21416501695744142,0.4255574831883411,0.06913842034334684,0,0.21416501695744142,0,0,0
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
38,1,0.16798161486607557,0.35434369377420466,0.039165722796764384,0,0.16798161486607557,0,0,0
67,0,0.3429895373265012,0.5866175789173301,0.21416501695744142,0,0.3429895373265012,0,0,1
23,1,0.08706577244027129,0.20587037180094736,0.00901329865284783,0,0.08706577244027129,0,0,0
62,1,0.401312339887548,0.6456563062257954,0.31002551887238755,0,0.401312339887548,0,0,1
32,1,0.13010847436299786,0.28905049737499605,0.021881270936130476,0,0.13010847436299786,0,0,0
58,1,0.35434369377420466,0.5986876601124521,0.23147521650098246,1,0.5986876601124521,1,0,1
55,0,0.22270013882530884,0.43782349911420193,0.07585818002124355,0,0.22270013882530884,0,0,0
42,0,0.13010847436299786,0.28905049737499605,0.021881270936130476,0,0.13010847436299786,0,0,0
25,1,0.09534946489910949,0.22270013882530884,0.01098694263059318,0,0.09534946489910949,0,0,0
43,1,0.20587037180094733,0.41338242108267,0.06297335605699649,0,0.20587037180094733,0,0,0
63,0,0.2994328575260271,0.5374298453437497,0.1544652650835348,0,0.2994328575260271,0,0,1
52,0,0.19781611144141825,0.401312339887548,0.057324175898868755,0,0.19781611144141825,0,0,0
31,0,0.07943854918397836,0.19000156601531293,0.007391541344281971,0,0.07943854918397836,0,0,0
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,1,0.6224593312018546,1,0,1
40,0,0.11920292202211755,0.2689414213699951,0.01798620996209156,0,0.11920292202211755,0,0,0
30,1,0.11920292202211755,0.2689414213699951,0.01798620996209156,0,0.11920292202211755,0,0,0
74,0,0.4255574831883411,0.6681877721681662,0.35434369377420466,1,0.6681877721681662,1,0,1
63,0,0.2994328575260271,0.5374298453437497,0.1544652650835348,0,0.2994328575260271,0,0,1
57,1,0.3429895373265012,0.5866175789173301,0.21416501695744142,0,0.3429895373265012,0,0,1
48,0,0.16798161486607557,0.35434369377420466,0.039165722796764384,0,0.16798161486607557,0,0,0
67,0,0.3429895373265012,0.5866175789173301,0.21416501695744142,1,0.5866175789173301,1,0,1
60,1,0.3775406687981454,0.6224593312018546,0.2689414213699951,0,0.3775406687981454,0,0,1
22,1,0.08317269649392238,0.19781611144141825,0.008162571153159897,0,0.08317269649392238,0,0,0
47,0,0.16110894957658525,0.3429895373265012,0.03557118927263618,0,0.16110894957658525,0,0,0
39,0,0.11405238127979088,0.25922510081784605,0.016302499371440946,0,0.11405238127979088,0,0,0
